позиция в рейтинге,SKU,название товара,категория,количество продано,выручка,доля выручки %,накопительная доля %,ABC категория,средняя цена продажи,расчётная себестоимость (30%),валовая прибыль,маржа %
1286,1281,Шорты вискоза красный,pants,1.0,3420.0,0.0081,99.1045,C,3420.0,1026.0,2394.0,70.0
1287,2459,Юбка трикотаж А-силуэта черный,skirts,1.0,3420.0,0.0081,99.1126,C,3420.0,1026.0,2394.0,70.0
1288,2619,Юбка трикотажная прямая сливочно-желтый макси,skirts,1.0,3420.0,0.0081,99.1207,C,3420.0,1026.0,2394.0,70.0
1289,2919,Юбка трикотажная прямая олива миди,skirts,1.0,3420.0,0.0081,99.1288,C,3420.0,1026.0,2394.0,70.0
1290,1138,Футболка мужская терракот,tshirts_longsleeves,2.0,3401.0,0.0081,99.1369,C,1700.5,1020.3,2380.7,70.0
1291,820,Платье комбинация искуственный шелк изумруд,dresses,1.0,3400.0,0.0081,99.145,C,3400.0,1020.0,2380.0,70.0
1292,845,Шапка взрослая небесно-голубой,accessories,3.0,3400.0,0.0081,99.153,C,1133.33,1020.0,2380.0,70.0
1293,846,Шапка взрослая нефритовый,accessories,3.0,3400.0,0.0081,99.1611,C,1133.33,1020.0,2380.0,70.0
1294,925,Юбка вискоза макси в цветок,skirts,1.0,3400.0,0.0081,99.1691,C,3400.0,1020.0,2380.0,70.0
1295,944,Жилет ромашки желтый,knitwear,1.0,3400.0,0.0081,99.1772,C,3400.0,1020.0,2380.0,70.0
1296,973,Юбка миди атласная фуксия,skirts,1.0,3400.0,0.0081,99.1852,C,3400.0,1020.0,2380.0,70.0
1297,2249,Юбка трикотажная прямая шерсть миди черный,skirts,1.0,3360.0,0.008,99.1932,C,3360.0,1008.0,2352.0,70.0
1298,2696,Юбка трикотажная прямая шерсть миди кофе,skirts,1.0,3360.0,0.008,99.2011,C,3360.0,1008.0,2352.0,70.0
1299,2697,Юбка трикотажная прямая шерсть макси кофе,skirts,1.0,3360.0,0.008,99.2091,C,3360.0,1008.0,2352.0,70.0
1300,2706,Юбка трикотажная прямая шерсть миди хаки,skirts,1.0,3360.0,0.008,99.2171,C,3360.0,1008.0,2352.0,70.0
1301,2749,Юбка трикотажная прямая шерсть горячий шоколад макси,skirts,1.0,3360.0,0.008,99.225,C,3360.0,1008.0,2352.0,70.0
1302,2861,Футболка из тенсела сливочно-желтый,tshirts_longsleeves,1.0,3348.0,0.0079,99.233,C,3348.0,1004.4,2343.6,70.0
1303,2702,Шарф взрослый шерсть маренго темный,accessories,1.0,3312.0,0.0078,99.2408,C,3312.0,993.6,2318.4,70.0
1304,2859,Футболка из тенсела розовый,tshirts_longsleeves,1.0,3312.0,0.0078,99.2486,C,3312.0,993.6,2318.4,70.0
1305,2739,Юбка трикотажная прямая серо-лавандовый миди,skirts,1.0,3306.0,0.0078,99.2565,C,3306.0,991.8,2314.2,70.0
1306,2628,Лонгслив женский черный,tshirts_longsleeves,1.0,3240.0,0.0077,99.2642,C,3240.0,972.0,2268.0,70.0
1307,2858,Футболка из тенсела голубой,tshirts_longsleeves,1.0,3240.0,0.0077,99.2718,C,3240.0,972.0,2268.0,70.0
1308,2877,Футболка из тенсела сливовый,tshirts_longsleeves,1.0,3240.0,0.0077,99.2795,C,3240.0,972.0,2268.0,70.0
1309,244,Шапка взрослая шерсть изумруд,accessories,2.0,3200.0,0.0076,99.2871,C,1600.0,960.0,2240.0,70.0
1310,2482,Футболка трикотажная косичка фиолетовый,tshirts_longsleeves,1.0,3200.0,0.0076,99.2947,C,3200.0,960.0,2240.0,70.0
1311,49,Джемпер Лайт шерсть хвоя,knitwear,1.0,3200.0,0.0076,99.3022,C,3200.0,960.0,2240.0,70.0
1312,1236,Жилет ромашки серый,knitwear,1.0,3162.0,0.0075,99.3097,C,3162.0,948.6,2213.4,70.0
1313,301,Снуд красный,accessories,7.0,3107.0,0.0074,99.3171,C,443.86,932.1,2174.9,70.0
1314,817,Джинсы трубы светло-серый,pants,1.0,3100.0,0.0073,99.3244,C,3100.0,930.0,2170.0,70.0
1315,1310,Юбка трикотажная в рубчик миди лимонный,skirts,1.0,3060.0,0.0072,99.3317,C,3060.0,918.0,2142.0,70.0
1316,964,Брюки вискоза фиолетовый,pants,1.0,3060.0,0.0072,99.3389,C,3060.0,918.0,2142.0,70.0
1317,2699,Юбка лапша бургунди макси,skirts,1.0,3040.0,0.0072,99.3461,C,3040.0,912.0,2128.0,70.0
1318,1113,Подарочный сертификат 3000,gift_cards,1.0,3000.0,0.0071,99.3532,C,3000.0,900.0,2100.0,70.0
1319,2270,Снуд шерсть черный,accessories,4.0,2960.0,0.007,99.3603,C,740.0,888.0,2072.0,70.0
1320,787,Платье на запах муслин длинный рукав черный в горошек,dresses,1.0,2914.0,0.0069,99.3672,C,2914.0,874.2,2039.8,70.0
1321,1256,Тельняшка тонкая мята шоколад,tshirts_longsleeves,1.0,2900.0,0.0069,99.374,C,2900.0,870.0,2030.0,70.0
1322,168,Свитер с горлом молочный,knitwear,1.0,2900.0,0.0069,99.3809,C,2900.0,870.0,2030.0,70.0
1323,54,Свитер с горлом электрик,knitwear,1.0,2900.0,0.0069,99.3878,C,2900.0,870.0,2030.0,70.0
1324,922,Юбка вискоза миди фиолетовая,skirts,1.0,2900.0,0.0069,99.3946,C,2900.0,870.0,2030.0,70.0
1325,937,Тельняшка тонкая лайм-светлосерый,tshirts_longsleeves,1.0,2900.0,0.0069,99.4015,C,2900.0,870.0,2030.0,70.0
1326,897,Жилет ромашки оранжево-розовый,knitwear,1.0,2890.0,0.0068,99.4083,C,2890.0,867.0,2023.0,70.0
1327,175,Топ на широких бретелях вискоза серо-голубой,tops_blouses,1.0,2880.0,0.0068,99.4152,C,2880.0,864.0,2016.0,70.0
1328,2212,Топ на широких бретелях искусственный шелк темное серебро,tops_blouses,1.0,2880.0,0.0068,99.422,C,2880.0,864.0,2016.0,70.0
1329,2548,Шапка взрослая шерсть светлый бежевый,accessories,2.0,2880.0,0.0068,99.4288,C,1440.0,864.0,2016.0,70.0
1330,719,Топ на бретелях муслин олива,tops_blouses,2.0,2880.0,0.0068,99.4356,C,1440.0,864.0,2016.0,70.0
1331,1269,Топ на одно плечо в рубчик фуксия,tops_blouses,2.0,2840.5,0.0067,99.4424,C,1420.25,852.15,1988.35,70.0
1332,1146,Шапка взрослая светло-серый с голубым,accessories,2.0,2800.0,0.0066,99.449,C,1400.0,840.0,1960.0,70.0
1333,2451,Топ трикотажный ажур Волна травяной,tops_blouses,1.0,2800.0,0.0066,99.4556,C,2800.0,840.0,1960.0,70.0
1334,2600,Юбка трикотажная прямая светлый беж макси,skirts,1.0,2800.0,0.0066,99.4623,C,2800.0,840.0,1960.0,70.0
1335,2874,Шапка половинка взрослая ежевика-коралл,accessories,2.0,2800.0,0.0066,99.4689,C,1400.0,840.0,1960.0,70.0
1336,2878,Шапка половинка взрослая мятно-желтый,accessories,2.0,2800.0,0.0066,99.4755,C,1400.0,840.0,1960.0,70.0
1337,296,Шапка взрослая два подворота сирень,accessories,2.0,2800.0,0.0066,99.4822,C,1400.0,840.0,1960.0,70.0
1338,395,Шарф взрослый тёплый беж,accessories,1.0,2800.0,0.0066,99.4888,C,2800.0,840.0,1960.0,70.0
1339,396,Шапка детская яркая фуксия,accessories,3.0,2781.9,0.0066,99.4954,C,927.3,834.57,1947.33,70.0
1340,770,Шапка детская ежевика,accessories,3.0,2781.0,0.0066,99.502,C,927.0,834.3,1946.7,70.0
1341,2025,Платье лапша V-вырез one size голубой,dresses,1.0,2730.0,0.0065,99.5084,C,2730.0,819.0,1911.0,70.0
1342,489,Снуд фиолетовый,accessories,7.0,2700.0,0.0064,99.5148,C,385.71,810.0,1890.0,70.0
1343,1262,Джемпер в рубчик укороченный байкал,knitwear,1.0,2697.0,0.0064,99.5212,C,2697.0,809.1,1887.9,70.0
1344,342,Шапка детская лайм,accessories,3.0,2693.5,0.0064,99.5276,C,897.83,808.05,1885.45,70.0
1345,2540,Шорты вискоза миди голубые с принтом жираф,pants,1.0,2600.0,0.0062,99.5338,C,2600.0,780.0,1820.0,70.0
1346,672,Рубашка хлопок черный,tops_blouses,1.0,2600.0,0.0062,99.5399,C,2600.0,780.0,1820.0,70.0
1347,2854,Юбка трикотажная мини А-силуэта серо-голубой,skirts,1.0,2560.0,0.0061,99.546,C,2560.0,768.0,1792.0,70.0
1348,1313,Юбка трикотажная в рубчик миди лиловый,skirts,1.0,2520.0,0.006,99.552,C,2520.0,756.0,1764.0,70.0
1349,2257,Снуд шерсть бургунди,accessories,4.0,2520.0,0.006,99.5579,C,630.0,756.0,1764.0,70.0
1350,575,Шапка половинка взрослая алая-розовый,accessories,2.0,2516.0,0.006,99.5639,C,1258.0,754.8,1761.2,70.0
1351,1215,Футболка женская оверсайз с декором бахрома белая,tshirts_longsleeves,1.0,2511.0,0.0059,99.5698,C,2511.0,753.3,1757.7,70.0
1352,1039,Снуд лосось,accessories,5.0,2500.0,0.0059,99.5758,C,500.0,750.0,1750.0,70.0
1353,2275,Снуд бургунди,accessories,5.0,2500.0,0.0059,99.5817,C,500.0,750.0,1750.0,70.0
1354,2322,Юбка плиссе трикотажная в ассортименте,skirts,1.0,2500.0,0.0059,99.5876,C,2500.0,750.0,1750.0,70.0
1355,2327,Манишка на завязках с воротом шерсть орех,accessories,1.0,2500.0,0.0059,99.5935,C,2500.0,750.0,1750.0,70.0
1356,317,Снуд сирень,accessories,4.0,2500.0,0.0059,99.5994,C,625.0,750.0,1750.0,70.0
1357,763,Свитер с горлом красный,knitwear,1.0,2500.0,0.0059,99.6054,C,2500.0,750.0,1750.0,70.0
1358,279,Шапка взрослая два подворота орех,accessories,2.0,2470.0,0.0059,99.6112,C,1235.0,741.0,1729.0,70.0
1359,285,Шапка взрослая два подворота синий джинс,accessories,2.0,2470.0,0.0059,99.6171,C,1235.0,741.0,1729.0,70.0
1360,306,Снуд электрик синий,accessories,5.0,2450.0,0.0058,99.6229,C,490.0,735.0,1715.0,70.0
1361,1207,Топ в рубчик V-вырез вискоза лайм,tops_blouses,2.0,2430.0,0.0058,99.6286,C,1215.0,729.0,1701.0,70.0
1362,491,Снуд лайм,accessories,5.0,2425.0,0.0057,99.6344,C,485.0,727.5,1697.5,70.0
1363,1190,Снуд орех,accessories,5.0,2400.0,0.0057,99.6401,C,480.0,720.0,1680.0,70.0
1364,1216,Футболка женская оверсайз с декором бахрома терракот,tshirts_longsleeves,1.0,2400.0,0.0057,99.6457,C,2400.0,720.0,1680.0,70.0
1365,2850,Шапка взрослая персик-мята,accessories,2.0,2400.0,0.0057,99.6514,C,1200.0,720.0,1680.0,70.0
1366,391,Шарф взрослый яркая фуксия,accessories,1.0,2400.0,0.0057,99.6571,C,2400.0,720.0,1680.0,70.0
1367,458,Свитер с горлом розовый,knitwear,1.0,2400.0,0.0057,99.6628,C,2400.0,720.0,1680.0,70.0
1368,623,Рубашка шерсть клетка беж,tops_blouses,1.0,2400.0,0.0057,99.6685,C,2400.0,720.0,1680.0,70.0
1369,636,Шарф детский лиловый,accessories,1.0,2400.0,0.0057,99.6742,C,2400.0,720.0,1680.0,70.0
1370,836,Кроп топ апельсин,tops_blouses,1.0,2400.0,0.0057,99.6798,C,2400.0,720.0,1680.0,70.0
1371,2292,Снуд шерсть горький шоколад,accessories,3.0,2360.0,0.0056,99.6854,C,786.67,708.0,1652.0,70.0
1372,282,Шапка взрослая два подворота олива,accessories,2.0,2300.0,0.0054,99.6909,C,1150.0,690.0,1610.0,70.0
1373,2376,Майка трикотажная V-вырез байкал,tops_blouses,1.0,2200.0,0.0052,99.6961,C,2200.0,660.0,1540.0,70.0
1374,2517,Майка трикотажная V-вырез молочный,tops_blouses,1.0,2200.0,0.0052,99.7013,C,2200.0,660.0,1540.0,70.0
1375,37,Кардиган пудра,knitwear,1.0,2200.0,0.0052,99.7065,C,2200.0,660.0,1540.0,70.0
1376,62,Кардиган средней длиный графит,knitwear,1.0,2200.0,0.0052,99.7117,C,2200.0,660.0,1540.0,70.0
1377,104,Кроп топ беж,tops_blouses,1.0,2160.0,0.0051,99.7168,C,2160.0,648.0,1512.0,70.0
1378,2826,Шарф взрослый белый,accessories,1.0,2160.0,0.0051,99.722,C,2160.0,648.0,1512.0,70.0
1379,267,Шарф взрослый серо-сизый,accessories,1.0,2100.0,0.005,99.7269,C,2100.0,630.0,1470.0,70.0
1380,2689,Снуд шерсть голубой,accessories,3.0,2016.0,0.0048,99.7317,C,672.0,604.8,1411.2,70.0
1381,1266,Тельняшка тонкая мятно-изумрудный,tshirts_longsleeves,2.0,2000.0,0.0047,99.7365,C,1000.0,600.0,1400.0,70.0
1382,840,Шапка детская тауп,accessories,2.0,1980.0,0.0047,99.7411,C,990.0,594.0,1386.0,70.0
1383,843,Шапка детская яркая лазурь,accessories,2.0,1980.0,0.0047,99.7458,C,990.0,594.0,1386.0,70.0
1384,314,Снуд фуксия,accessories,4.0,1965.0,0.0047,99.7505,C,491.25,589.5,1375.5,70.0
1385,1089,Снуд ежевика,accessories,4.0,1950.0,0.0046,99.7551,C,487.5,585.0,1365.0,70.0
1386,260,Шарф взрослый полынь,accessories,1.0,1920.0,0.0045,99.7597,C,1920.0,576.0,1344.0,70.0
1387,273,Шарф взрослый хаки,accessories,1.0,1920.0,0.0045,99.7642,C,1920.0,576.0,1344.0,70.0
1388,855,Свитер с горлом морская волна,knitwear,1.0,1900.0,0.0045,99.7687,C,1900.0,570.0,1330.0,70.0
1389,936,Футболка базовая терракот,tshirts_longsleeves,1.0,1900.0,0.0045,99.7732,C,1900.0,570.0,1330.0,70.0
1390,433,Шапка детская апельсин,accessories,2.0,1881.0,0.0045,99.7777,C,940.5,564.3,1316.7,70.0
1391,2894,Топ в рубчик V-вырез зеленая полынь,tops_blouses,1.0,1805.0,0.0043,99.7819,C,1805.0,541.5,1263.5,70.0
1392,2895,Топ в рубчик V-вырез слива,tops_blouses,1.0,1805.0,0.0043,99.7862,C,1805.0,541.5,1263.5,70.0
1393,1088,Снуд морская волна,accessories,3.0,1800.0,0.0043,99.7905,C,600.0,540.0,1260.0,70.0
1394,938,Тельняшка тонкая коралл-лимон,tshirts_longsleeves,1.0,1800.0,0.0043,99.7947,C,1800.0,540.0,1260.0,70.0
1395,315,Снуд яркая фуксия,accessories,4.0,1735.0,0.0041,99.7988,C,433.75,520.5,1214.5,70.0
1396,2725,Снуд сливочно-желтый,accessories,4.0,1730.59,0.0041,99.8029,C,432.65,519.18,1211.41,70.0
1397,1271,Топ на одно плечо в рубчик черный длинный рукав,tops_blouses,1.0,1690.0,0.004,99.8069,C,1690.0,507.0,1183.0,70.0
1398,2520,Топ на бретелях муслин черный,tops_blouses,1.0,1690.0,0.004,99.811,C,1690.0,507.0,1183.0,70.0
1399,720,Топ на бретелях муслин шоколад,tops_blouses,1.0,1690.0,0.004,99.815,C,1690.0,507.0,1183.0,70.0
1400,778,Шапка взрослая шерсть горький шоколад,accessories,1.0,1600.0,0.0038,99.8187,C,1600.0,480.0,1120.0,70.0
1401,782,Шапка взрослая шерсть графит,accessories,1.0,1600.0,0.0038,99.8225,C,1600.0,480.0,1120.0,70.0
1402,927,Футболка женская оверсайз черная,tshirts_longsleeves,1.0,1590.0,0.0038,99.8263,C,1590.0,477.0,1113.0,70.0
1403,2271,Снуд шерсть орех,accessories,2.0,1520.0,0.0036,99.8299,C,760.0,456.0,1064.0,70.0
1404,2670,Снуд шерсть хаки,accessories,2.0,1520.0,0.0036,99.8335,C,760.0,456.0,1064.0,70.0
1405,1077,снуд темно-синий,accessories,3.0,1500.0,0.0036,99.8371,C,500.0,450.0,1050.0,70.0
1406,2226,Жакет с поясом велюр лайм,jackets_blazers,1.0,1500.0,0.0036,99.8406,C,1500.0,450.0,1050.0,70.0
1407,2546,Юбка трикотажная в рубчик макси полынь,skirts,1.0,1500.0,0.0036,99.8442,C,1500.0,450.0,1050.0,70.0
1408,1270,Топ на одно плечо в рубчик черный,tops_blouses,1.0,1495.0,0.0035,99.8477,C,1495.0,448.5,1046.5,70.0
1409,2761,Снуд шерсть суровый,accessories,2.0,1440.0,0.0034,99.8511,C,720.0,432.0,1008.0,70.0
1410,796,Шапка взрослая шерсть лазурный,accessories,1.0,1440.0,0.0034,99.8545,C,1440.0,432.0,1008.0,70.0
1411,934,Футболка базовая корица,tshirts_longsleeves,1.0,1431.0,0.0034,99.8579,C,1431.0,429.3,1001.7,70.0
1412,2022,Топ на бретелях атлас фуксия,tops_blouses,1.0,1430.0,0.0034,99.8613,C,1430.0,429.0,1001.0,70.0
1413,2848,Шапка половинка взрослая сливово-мятный,accessories,1.0,1400.0,0.0033,99.8646,C,1400.0,420.0,980.0,70.0
1414,2851,Шапка половинка взрослая серо-лавандовый-светлый лайм,accessories,1.0,1400.0,0.0033,99.8679,C,1400.0,420.0,980.0,70.0
1415,402,Шарф взрослый эвкалипт,accessories,1.0,1400.0,0.0033,99.8713,C,1400.0,420.0,980.0,70.0
1416,496,Снуд молочный,accessories,3.0,1375.0,0.0033,99.8745,C,458.33,412.5,962.5,70.0
1417,2760,Шапка детская розово-лимонный,accessories,1.0,1330.0,0.0032,99.8777,C,1330.0,399.0,931.0,70.0
1418,286,Шапка взрослая два подворота графит,accessories,1.0,1300.0,0.0031,99.8807,C,1300.0,390.0,910.0,70.0
1419,735,Шапка взрослая два подворота мокко,accessories,1.0,1300.0,0.0031,99.8838,C,1300.0,390.0,910.0,70.0
1420,373,Топ шерсть V-вырез бирюза,tops_blouses,1.0,1290.0,0.0031,99.8869,C,1290.0,387.0,903.0,70.0
