model_name,category,product_styles_count,combined_skus,colors_count,dominant_color,dominant_color_revenue_share_pct,qty_sold_24m,revenue_24m,revenue_share_pct,avg_realized_price_24m,estimated_cogs_24m,gross_profit_24m,margin_pct,qty_sold_12m,revenue_12m,active_months_24m,monthly_cv_pct,xyz_class,abc_class,abc_xyz_class,current_stock_qty,stock_cover_days_est_12m,stock_status,portfolio_role,recommended_action,action_note,current_sale_price_avg,cumulative_revenue_share_pct
Джемпер грибочки нью мужской,knitwear,1,2759,1,изумруд-голубой,100.0,2.0,14400.0,0.0341,7200.0,4320.0,10080.0,70.0,2.0,14400.0,2,331.66,Z,C,CZ,3.0,547.5,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,8200.0,96.629
Футболка женская оверсайз с декором бахрома,tshirts_longsleeves,3,"1213, 1215, 1216",3,черный,65.41,6.0,14196.0,0.0336,2366.0,4258.8,9937.2,70.0,0.0,0.0,3,331.66,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,2900.0,96.6626
Футболка трикотажная косичка трава,tshirts_longsleeves,1,2488,1,травяной,100.0,7.0,13900.0,0.0329,1985.71,4170.0,9730.0,70.0,7.0,13900.0,5,231.68,Y,C,CY,1.0,52.1,balanced,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,1500.0,96.6955
Шарф взрослый шерсть горький шоколад,accessories,1,2237,1,махагон-горький шоколад,100.0,5.0,13740.0,0.0325,2748.0,4122.0,9618.0,70.0,1.0,2520.0,3,309.19,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3600.0,96.7281
Свитер кострома байкал,knitwear,1,1123,1,голубой Байкал,100.0,4.0,13694.0,0.0324,3423.5,4108.2,9585.8,70.0,0.0,0.0,3,264.58,Z,C,CZ,-1.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,4200.0,96.7605
Платье одри макси полынь ворот стойка,dresses,1,2792,1,полынь,100.0,2.0,13680.0,0.0324,6840.0,4104.0,9576.0,70.0,2.0,13680.0,2,331.66,Z,C,CZ,2.0,365.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,96.7929
Платье одри макси шоколад круглый ворот,dresses,1,2601,1,шоколадный,100.0,2.0,13680.0,0.0324,6840.0,4104.0,9576.0,70.0,2.0,13680.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,96.8253
Юбка трикотажная прямая синий миди,skirts,1,2157,1,темно-синий,100.0,4.0,13608.0,0.0322,3402.0,4082.4,9525.6,70.0,1.0,3600.0,3,282.84,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,96.8576
Платье интерлок,dresses,2,"436, 498",2,бежевый,50.0,2.0,13600.0,0.0322,6800.0,4080.0,9520.0,70.0,0.0,0.0,2,331.66,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,96.8898
Платье одри макси черный круглый ворот,dresses,1,2391,1,черный,100.0,2.0,13320.0,0.0316,6660.0,3996.0,9324.0,70.0,2.0,13320.0,2,331.66,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,96.9213
Свитер кострома серый,knitwear,1,1173,1,светло-серый,100.0,4.0,12965.0,0.0307,3241.25,3889.5,9075.5,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,4200.0,96.952
Юбка город корица макси,skirts,1,2556,1,корица,100.0,2.0,12960.0,0.0307,6480.0,3888.0,9072.0,70.0,2.0,12960.0,2,331.66,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,96.9827
Шарф взрослый горчица,accessories,1,249,1,горчичный,63.04,6.0,12825.0,0.0304,2137.5,3847.5,8977.5,70.0,2.0,3740.0,5,208.17,Y,C,CY,17.0,3102.5,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,2600.0,97.0131
Джемпер кружево персик,knitwear,1,2765,1,бургунди-розовый,100.0,2.0,12580.0,0.0298,6290.0,3774.0,8806.0,70.0,2.0,12580.0,2,331.66,Z,C,CZ,3.0,547.5,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6600.0,97.0429
Кардиган стандарт интерлок,knitwear,1,2766,1,бургунди,100.0,2.0,12440.0,0.0295,6220.0,3732.0,8708.0,70.0,2.0,12440.0,2,331.66,Z,C,CZ,4.0,730.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7600.0,97.0724
Джемпер джеки нью интерлок полынь,knitwear,1,2611,1,зеленая полынь,100.0,2.0,12400.0,0.0294,6200.0,3720.0,8680.0,70.0,2.0,12400.0,2,331.66,Z,C,CZ,9.0,1642.5,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6200.0,97.1018
Юбка город в горох шоколад макси,skirts,1,2867,1,шоколадно-ванильный,100.0,2.0,12240.0,0.029,6120.0,3672.0,8568.0,70.0,2.0,12240.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,97.1308
Рюша для рубашки в,other,1,1191,1,в ассортименте,100.0,28.0,12182.5,0.0289,435.09,3654.75,8527.75,70.0,0.0,0.0,7,213.63,Y,C,CY,8.0,,deadstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,450.0,97.1596
Пальто стеганое женское олива,outerwear,1,2118,1,оливковый,100.0,1.0,12000.0,0.0284,12000.0,3600.0,8400.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,97.188
Шапка взрослая синий,accessories,1,374,1,Темно-синий,100.0,10.0,11948.0,0.0283,1194.8,3584.4,8363.6,70.0,1.0,980.0,6,218.17,Y,C,CY,10.0,3650.0,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,1200.0,97.2163
Платье комбинация макси,dresses,1,1051,1,медный,100.0,3.0,11920.0,0.0282,3973.33,3576.0,8344.0,70.0,0.0,0.0,3,264.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,97.2446
Жилет джинсовый небесно-голубой,pants,1,2472,1,голубой,100.0,3.0,11880.0,0.0281,3960.0,3564.0,8316.0,70.0,3.0,11880.0,2,351.19,Z,C,CZ,3.0,365.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,4400.0,97.2727
Джемпер женский софи сливочная,knitwear,1,2567,1,ириска,100.0,2.0,11780.0,0.0279,5890.0,3534.0,8246.0,70.0,2.0,11780.0,2,331.66,Z,C,CZ,4.0,730.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6200.0,97.3006
Шопер трикотажный в полоску,accessories,1,2502,1,полынь-ваниль,100.0,3.0,11700.0,0.0277,3900.0,3510.0,8190.0,70.0,3.0,11700.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3900.0,97.3283
Юбка трикотажная софи ириска макси,skirts,1,2568,1,ириска,100.0,2.0,11700.0,0.0277,5850.0,3510.0,8190.0,70.0,2.0,11700.0,2,331.66,Z,C,CZ,2.0,365.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6200.0,97.3561
Джемпер джеки шерсть алый,knitwear,1,1050,1,красно-алый,100.0,2.0,11680.0,0.0277,5840.0,3504.0,8176.0,70.0,1.0,6480.0,2,331.66,Z,C,CZ,2.0,730.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,97.3837
Шарф взрослый бордо,accessories,1,801,1,красный бордо,100.0,6.0,11670.0,0.0276,1945.0,3501.0,8169.0,70.0,1.0,1400.0,3,331.66,Z,C,CZ,5.0,1825.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,2600.0,97.4114
Джемпер детский ромашки морская волна,knitwear,1,872,1,морская волна-розовый,100.0,3.0,11640.0,0.0276,3880.0,3492.0,8148.0,70.0,1.0,3600.0,3,264.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1500.0,97.4389
Юбка в пайетках серебро,skirts,1,1155,1,белое серебро,100.0,4.0,11620.0,0.0275,2905.0,3486.0,8134.0,70.0,1.0,1800.0,3,282.84,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1800.0,97.4665
Куртка стеганая женская голубой круглый ворот,outerwear,1,2112,1,голубой,100.0,2.0,11300.0,0.0268,5650.0,3390.0,7910.0,70.0,2.0,11300.0,2,331.66,Z,C,CZ,1.0,182.5,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3500.0,97.4932
Шапка взрослая манго шерсть,accessories,1,2164,1,манго,100.0,6.0,11220.0,0.0266,1870.0,3366.0,7854.0,70.0,2.0,3020.0,4,238.05,Y,C,CY,2.0,365.0,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,1600.0,97.5198
Шапка взрослая темный беж,accessories,1,2120,1,темный капучино,100.0,7.0,11200.0,0.0265,1600.0,3360.0,7840.0,70.0,3.0,2400.0,2,335.33,Z,C,CZ,-2.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1200.0,97.5463
Джемпер джеки шерсть шоколад,knitwear,1,825,1,горький шоколад,100.0,2.0,11160.0,0.0264,5580.0,3348.0,7812.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,1.0,,deadstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6900.0,97.5728
Юбка трикотажная прямая графит макси,skirts,1,2222,1,графит,100.0,3.0,11020.0,0.0261,3673.33,3306.0,7714.0,70.0,2.0,7220.0,3,264.58,Z,C,CZ,1.0,182.5,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,97.5989
Плед трикотажный травяной,accessories,1,1321,1,молочно-травяной,100.0,2.0,11000.0,0.0261,5500.0,3300.0,7700.0,70.0,2.0,11000.0,2,331.66,Z,C,CZ,2.0,365.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6900.0,97.6249
Снуд алый,accessories,1,590,1,красный алый,100.0,23.0,11000.0,0.0261,478.26,3300.0,7700.0,70.0,11.0,5100.0,8,184.41,Y,C,CY,10.0,331.8,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,500.0,97.651
Почта России,other,1,1164,0,без цвета,100.0,20.0,10657.8,0.0252,532.89,3197.34,7460.46,70.0,3.0,2046.0,9,175.5,Y,C,CY,0.0,,stockout,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,,97.6762
Юбка трикотажная прямая светлый беж миди,skirts,1,2621,1,светлый беж,100.0,3.0,10450.0,0.0248,3483.33,3135.0,7315.0,70.0,3.0,10450.0,2,351.19,Z,C,CZ,1.0,121.7,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,97.701
Джемпер ромашки морская волна,knitwear,1,865,1,морская волна-лаванда,100.0,2.0,10400.0,0.0246,5200.0,3120.0,7280.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,97.7256
Снуд байкал,accessories,1,1060,1,голубой Байкал,100.0,19.0,10385.0,0.0246,546.58,3115.5,7269.5,70.0,6.0,2720.0,11,145.76,X,C,CX,-2.0,,stockout,niche_keep_small,keep_small_depth,Нишевой стабильный хвост: держать минимальной глубиной.,500.0,97.7502
Шапка взрослая меринос яркая фуксия,accessories,1,788,1,ярко-розовый,100.0,4.0,10280.0,0.0244,2570.0,3084.0,7196.0,70.0,0.0,0.0,4,223.61,Y,C,CY,0.0,,no_signal,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,,97.7746
Лонгслив трикотажный ромашки,tshirts_longsleeves,1,2846,1,светлая олива,100.0,3.0,10260.0,0.0243,3420.0,3078.0,7182.0,70.0,3.0,10260.0,1,479.58,Z,C,CZ,5.0,608.3,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,97.7989
Платье ирис из вискозы,dresses,1,1329,1,черный,100.0,2.0,10260.0,0.0243,5130.0,3078.0,7182.0,70.0,0.0,0.0,2,331.66,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6200.0,97.8232
Футболка женская с декором желтая,tshirts_longsleeves,1,1340,1,лимонный,100.0,4.0,9990.0,0.0237,2497.5,2997.0,6993.0,70.0,0.0,0.0,3,282.84,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,97.8469
Платье интерлок макси олива,dresses,1,1057,1,оливковый,100.0,2.0,9980.0,0.0236,4990.0,2994.0,6986.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7800.0,97.8705
Шапка взрослая травяной-пудра,accessories,1,588,1,зеленый травяной-пудра,100.0,7.0,9840.0,0.0233,1405.71,2952.0,6888.0,70.0,0.0,0.0,5,209.47,Y,C,CY,1.0,,deadstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,1400.0,97.8938
Кардиган на пуговицах беж,knitwear,1,61,1,светлый беж,100.0,3.0,9610.0,0.0228,3203.33,2883.0,6727.0,70.0,1.0,3510.0,3,264.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3900.0,97.9166
Кардиган,knitwear,2,"31, 37",2,фуксия,77.08,4.0,9600.0,0.0227,2400.0,2880.0,6720.0,70.0,0.0,0.0,3,282.84,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,97.9393
Плед,accessories,1,1277,1,Лаймово-молочный,100.0,2.0,9600.0,0.0227,4800.0,2880.0,6720.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,1.0,,deadstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6900.0,97.962
Свитер кострома лосось,knitwear,1,1120,1,лососеввый,100.0,3.0,9600.0,0.0227,3200.0,2880.0,6720.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,4200.0,97.9848
Платье женское на запах,dresses,1,1198,1,корица,100.0,3.0,9580.0,0.0227,3193.33,2874.0,6706.0,70.0,0.0,0.0,2,351.19,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.0075
Худи женское с капюшоном бежевый,tops_blouses,1,1297,1,теплый беж,100.0,2.0,9540.0,0.0226,4770.0,2862.0,6678.0,70.0,1.0,3640.0,2,331.66,Z,C,CZ,3.0,1095.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3640.0,98.0301
Топ на бретелях муслин,tops_blouses,3,"2520, 720, 948",3,белый,64.5,6.0,9521.0,0.0226,1586.83,2856.3,6664.7,70.0,1.0,1690.0,3,331.66,Z,C,CZ,5.0,1825.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,2400.0,98.0526
Футболка трикотажная косичка тауп l-xl,tshirts_longsleeves,1,2524,1,тауп,100.0,3.0,9504.0,0.0225,3168.0,2851.2,6652.8,70.0,3.0,9504.0,2,351.19,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.0751
Шарф взрослый травяной,accessories,1,268,1,зеленый травяной,100.0,4.0,9440.0,0.0224,2360.0,2832.0,6608.0,70.0,2.0,4740.0,4,223.61,Y,C,CY,1.0,182.5,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,2600.0,98.0975
Шапка мужская бини джинс,accessories,1,1018,1,синий джинс,100.0,10.0,9205.0,0.0218,920.5,2761.5,6443.5,70.0,5.0,4310.0,6,185.59,Y,C,CY,4.0,292.0,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,900.0,98.1193
Топ с горлом в рубчик лайм,tops_blouses,1,1206,1,светлый лайм,100.0,4.0,9200.0,0.0218,2300.0,2760.0,6440.0,70.0,0.0,0.0,2,351.19,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,2400.0,98.1411
жилет двусторонний стеганый,knitwear,1,2380,0,без цвета,100.0,2.0,9180.0,0.0217,4590.0,2754.0,6426.0,70.0,2.0,9180.0,2,331.66,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.1628
Джемпер ромашки зелено-белые,knitwear,1,880,1,нефритово-белый,100.0,2.0,9000.0,0.0213,4500.0,2700.0,6300.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.1842
Снуд брусника,accessories,1,803,1,брусничный,100.0,19.0,8999.0,0.0213,473.63,2699.7,6299.3,70.0,7.0,3184.0,8,182.25,Y,C,CY,4.0,208.6,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,500.0,98.2055
Брюки трикотаж голубой,pants,1,519,1,серо-голубой,100.0,3.0,8980.0,0.0213,2993.33,2694.0,6286.0,70.0,1.0,2300.0,3,264.58,Z,C,CZ,3.0,1095.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,2300.0,98.2268
Палантин в полоску,accessories,2,"2589, 2591",2,оранжево-лососевый,51.28,2.0,8970.0,0.0212,4485.0,2691.0,6279.0,70.0,2.0,8970.0,2,331.66,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.248
Свитер базовый с горлом шерсть голубой,knitwear,1,2131,1,небесно-голубой,100.0,2.0,8700.0,0.0206,4350.0,2610.0,6090.0,70.0,1.0,2500.0,2,331.66,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,2500.0,98.2686
Шарф взрослый синий,accessories,1,263,1,электрик синий,100.0,4.0,8600.0,0.0204,2150.0,2580.0,6020.0,70.0,3.0,7400.0,4,223.61,Y,C,CY,0.0,,stockout,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,2600.0,98.289
Свеча в стеклянной баночке в ассортименте,other,1,2255,0,без цвета,100.0,11.0,8540.0,0.0202,776.36,2562.0,5978.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,5.0,,deadstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,800.0,98.3092
Юбка трикотажная мини а-силуэта,skirts,2,"2854, 2892",2,светлый беж,69.58,3.0,8416.0,0.0199,2805.33,2524.8,5891.2,70.0,3.0,8416.0,2,351.19,Z,C,CZ,17.0,2068.3,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3200.0,98.3291
Юбка джинсовая мини зебра,skirts,1,2306,1,оливковый,100.0,2.0,8400.0,0.0199,4200.0,2520.0,5880.0,70.0,1.0,4200.0,2,331.66,Z,C,CZ,1.0,365.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,4200.0,98.349
Брюки слив заказные 54,pants,1,2405,0,без цвета,100.0,1.0,8300.0,0.0197,8300.0,2490.0,5810.0,70.0,1.0,8300.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,8300.0,98.3687
Шарф взрослый манго,accessories,1,248,1,желтый манго,100.0,4.0,8212.0,0.0195,2053.0,2463.6,5748.4,70.0,1.0,1400.0,4,223.61,Y,C,CY,7.0,2555.0,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,2600.0,98.3882
Платье женское на запах сирень,dresses,1,1196,1,пыльная сирень,100.0,2.0,8060.0,0.0191,4030.0,2418.0,5642.0,70.0,1.0,3380.0,2,331.66,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.4072
Тельняшка тонкая лайм-лаванда,tshirts_longsleeves,1,853,1,яркий лайм-лаванда,100.0,4.0,8025.0,0.019,2006.25,2407.5,5617.5,70.0,0.0,0.0,3,282.84,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.4263
Брюки хлопок широкие в полоску,pants,1,969,1,розово-голубой,100.0,3.0,7820.0,0.0185,2606.67,2346.0,5474.0,70.0,0.0,0.0,2,351.19,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.4448
Куртка стеганая женская графит круглый ворот,outerwear,1,2130,1,графит,100.0,1.0,7800.0,0.0185,7800.0,2340.0,5460.0,70.0,0.0,0.0,1,479.58,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.4633
Шарф взрослый сирень,accessories,1,251,1,темно-сиреневый,100.0,4.0,7800.0,0.0185,1950.0,2340.0,5460.0,70.0,1.0,1400.0,4,223.61,Y,C,CY,1.0,365.0,overstock,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,2600.0,98.4817
Тельняшка тонкая оранжевый,tshirts_longsleeves,1,643,1,бело-оранжевый,100.0,5.0,7700.0,0.0182,1540.0,2310.0,5390.0,70.0,3.0,3000.0,4,239.17,Y,C,CY,0.0,,stockout,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,,98.5
Юбка джинсовая мини,skirts,1,2385,1,графит,100.0,2.0,7686.0,0.0182,3843.0,2305.8,5380.2,70.0,2.0,7686.0,2,331.66,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,4200.0,98.5182
Юбка трикотажная прямая серо-голубой макси,skirts,1,2882,1,серо-голубой,100.0,2.0,7600.0,0.018,3800.0,2280.0,5320.0,70.0,2.0,7600.0,1,479.58,Z,C,CZ,2.0,365.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,98.5362
Юбка лапша бургунди миди,skirts,1,2700,1,бургунди,100.0,2.0,7410.0,0.0176,3705.0,2223.0,5187.0,70.0,2.0,7410.0,1,479.58,Z,C,CZ,4.0,730.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,98.5537
Юбка фланель мини в клетку шоко с,skirts,1,2660,2,молочно-шоколалный,51.28,2.0,7410.0,0.0176,3705.0,2223.0,5187.0,70.0,2.0,7410.0,1,479.58,Z,C,CZ,-1.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,98.5713
Сарафан на завязках мини тенсел горох синий,dresses,1,2529,1,молочный в горох,100.0,1.0,7400.0,0.0175,7400.0,2220.0,5180.0,70.0,1.0,7400.0,1,479.58,Z,C,CZ,1.0,365.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,6100.0,98.5888
Джемпер мужской грибочки нью,knitwear,1,2754,1,оранжевый-маренго,100.0,1.0,7380.0,0.0175,7380.0,2214.0,5166.0,70.0,1.0,7380.0,1,479.58,Z,C,CZ,3.0,1095.0,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,8200.0,98.6063
Шорты вискоза синий,pants,1,2483,1,темно-синий,100.0,4.0,7220.0,0.0171,1805.0,2166.0,5054.0,70.0,4.0,7220.0,3,282.84,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1900.0,98.6234
Юбка трикотаж а-силуэта,skirts,2,"2459, 2617",2,серый,52.63,2.0,7220.0,0.0171,3610.0,2166.0,5054.0,70.0,2.0,7220.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,98.6405
Юбка трикотажная прямая серо-лавандовый макси,skirts,1,2740,1,серо-лавандовый,100.0,2.0,7220.0,0.0171,3610.0,2166.0,5054.0,70.0,2.0,7220.0,1,479.58,Z,C,CZ,1.0,182.5,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,98.6576
Джемпер вспышка,knitwear,1,2730,1,изумрудно-сливовый,100.0,1.0,7200.0,0.0171,7200.0,2160.0,5040.0,70.0,1.0,7200.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,98.6747
Платье интерлок миди олива,dresses,1,2363,1,оливковый,100.0,1.0,7200.0,0.0171,7200.0,2160.0,5040.0,70.0,1.0,7200.0,1,479.58,Z,C,CZ,-1.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,98.6917
Платье одри макси тауп ворот стойка,dresses,1,2650,1,тауп,100.0,1.0,7200.0,0.0171,7200.0,2160.0,5040.0,70.0,1.0,7200.0,1,479.58,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,7200.0,98.7088
Юбка трикотажная прямая шоколад макси,skirts,1,2155,1,шоколадный,100.0,2.0,7030.0,0.0167,3515.0,2109.0,4921.0,70.0,2.0,7030.0,2,331.66,Z,C,CZ,3.0,547.5,overstock,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,3800.0,98.7254
Кардиган средней длины манго,knitwear,1,33,1,желтый манго,100.0,3.0,7000.0,0.0166,2333.33,2100.0,4900.0,70.0,0.0,0.0,2,351.19,Z,C,CZ,0.0,,no_signal,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,,98.742
Юбка в пайетках,skirts,1,1156,1,черный,100.0,3.0,7000.0,0.0166,2333.33,2100.0,4900.0,70.0,1.0,1800.0,2,351.19,Z,C,CZ,0.0,,stockout,exit_clearance,clearance_or_exit,Кандидат на вывод или жёсткую распродажу.,1800.0,98.7586
Топ на бретелях атлас леопард,tops_blouses,1,2291,1,шоколадный,100.0,5.0,6960.0,0.0165,1392.0,2088.0,4872.0,70.0,5.0,6960.0,4,239.17,Y,C,CY,-1.0,,stockout,reduce_tail,clearance_or_exit,Слабый хвост: сокращать глубину и аккуратно распродавать.,1200.0,98.7751
