model_name,category,product_styles_count,combined_skus,colors_count,dominant_color,dominant_color_revenue_share_pct,qty_sold_24m,revenue_24m,revenue_share_pct,avg_realized_price_24m,estimated_cogs_24m,gross_profit_24m,margin_pct,qty_sold_12m,revenue_12m,active_months_24m,monthly_cv_pct,xyz_class,abc_class,abc_xyz_class,current_stock_qty,stock_cover_days_est_12m,stock_status,portfolio_role,recommended_action,action_note,current_sale_price_avg,cumulative_revenue_share_pct
Джемпер листочки двусторонний светло-желтый,knitwear,1,928,1,серо-лаймовый,100.0,13.0,73400.0,0.1739,5646.15,22020.0,51380.0,70.0,0.0,0.0,5,208.7,Y,A,AY,0.0,,no_signal,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",,71.0284
Джемпер авангард жаккард оверсайз шерсть,knitwear,2,"2666, 2693",2,суровый-тауп,67.77,9.0,71996.0,0.1705,7999.56,21598.8,50397.2,70.0,9.0,71996.0,2,383.45,Z,A,AZ,-1.0,,stockout,fashion_core,keep_winner_colors,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",8200.0,71.199
Тренч женский светлый беж,outerwear,1,892,2,теплый беж/песочный,59.83,7.0,71990.0,0.1705,10284.29,21597.0,50393.0,70.0,5.0,53690.0,5,209.47,Y,A,AY,0.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",11800.0,71.3695
Свитер базовый шерсть алый,knitwear,1,1090,2,красно-алый,50.15,18.0,71920.0,0.1704,3995.56,21576.0,50344.0,70.0,14.0,52150.0,8,177.43,Y,A,AY,-1.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",2500.0,71.5399
Свитер базовый мужской джинс,pants,1,1048,1,синий джинс,100.0,17.0,71400.0,0.1691,4200.0,21420.0,49980.0,70.0,4.0,17760.0,10,154.11,Y,A,AY,-1.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",4800.0,71.709
Джемпер сердечки детский,knitwear,4,"1245, 1246, 1247, 1289",4,черно-розовый,34.31,18.0,70290.0,0.1665,3905.0,21087.0,49203.0,70.0,1.0,2520.0,9,164.43,Y,A,AY,-2.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",4200.0,71.8755
Шарф взрослый брусника,accessories,1,403,1,брусничный,100.0,31.0,70288.0,0.1665,2267.35,21086.4,49201.6,70.0,10.0,25038.0,11,161.9,Y,A,AY,3.0,109.5,balanced,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",2600.0,72.042
Пальто шерсятяное двубортное с поясом,outerwear,1,2605,1,шоколадный,100.0,4.0,69750.0,0.1652,17437.5,20925.0,48825.0,70.0,4.0,69750.0,3,282.84,Z,A,AZ,0.0,,stockout,fashion_core,keep_winner_colors,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",15750.0,72.2072
Шапка взрослая алый,accessories,1,521,1,красный алый,100.0,60.0,69300.0,0.1642,1155.0,20790.0,48510.0,70.0,26.0,28200.0,15,131.15,X,A,AX,10.0,140.4,overstock,repeat_core,reduce_depth_keep_model,Повторяемое ядро бизнеса: держать в наличии и защищать от out-of-stock.,1200.0,72.3714
Рубашка женская из тенсела нежно-голубая в цветок,tops_blouses,1,1288,1,голубой,100.0,15.0,68680.0,0.1627,4578.67,20604.0,48076.0,70.0,0.0,0.0,2,332.47,Z,A,AZ,0.0,,no_signal,fashion_core,keep_winner_colors,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",5800.0,72.5341
Юбка трикотажная прямая бургунди миди,skirts,1,2150,1,бургунди,100.0,20.0,68460.0,0.1622,3423.0,20538.0,47922.0,70.0,9.0,32250.0,7,175.5,Y,A,AY,-3.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",3800.0,72.6962
Юбка плиссе трикотажная мини,skirts,3,"2302, 2339, 2345",3,алый,44.74,28.0,68164.0,0.1615,2434.43,20449.2,47714.8,70.0,20.0,44708.0,11,174.38,Y,A,AY,5.0,91.2,balanced,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",1800.0,72.8577
Джемпер ромашки голубой,knitwear,1,848,1,небесно-голубой,100.0,14.0,68045.0,0.1612,4860.36,20413.5,47631.5,70.0,0.0,0.0,4,281.9,Z,A,AZ,0.0,,no_signal,fashion_core,keep_winner_colors,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",,73.0189
Брюки женские флисовые,pants,5,"2777, 2779, 2781, 2885, 2888",5,красный,52.89,16.0,68025.0,0.1611,4251.56,20407.5,47617.5,70.0,16.0,68025.0,3,305.16,Z,A,AZ,47.0,1072.2,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",4500.0,73.18
Шапка детская,accessories,27,"2760, 329, 332, 336, 338, 340, 347, 366, 378, 381, 387, 396, 423, 424, 428, 433, 434, 485, 586, 765, 770, 779, 840, 841, 842, 843, 918",27,травяной,11.57,71.0,67253.5,0.1593,947.23,20176.05,47077.45,70.0,33.0,31060.9,20,111.92,X,A,AX,46.0,508.8,overstock,repeat_core,reduce_depth_keep_model,Повторяемое ядро бизнеса: держать в наличии и защищать от out-of-stock.,1018.8,73.3393
Свитер базовый круглый ворот,knitwear,3,"1037, 1038, 1214",3,алый,77.97,20.0,67165.0,0.1591,3358.25,20149.5,47015.5,70.0,5.0,15780.0,9,150.25,Y,A,AY,-1.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",3653.33,73.4984
Юбка миди атласная,skirts,3,"1220, 977, 980",3,медный,40.09,20.0,66730.0,0.1581,3336.5,20019.0,46711.0,70.0,0.0,0.0,6,251.25,Z,A,AZ,0.0,,no_signal,fashion_core,keep_winner_colors,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",,73.6565
Джемпер незабудки женский шоколад с розовым,knitwear,1,2325,1,шоколадный с розовым,100.0,12.0,66700.0,0.158,5558.33,20010.0,46690.0,70.0,11.0,59500.0,8,182.57,Y,A,AY,5.0,165.9,overstock,fashion_core,reduce_depth_keep_model,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",6600.0,73.8145
Юбка трикотаж а-силуэта тауп кукурузка,skirts,1,1195,1,тауп меланж,100.0,22.0,66510.0,0.1575,3023.18,19953.0,46557.0,70.0,4.0,9750.0,10,169.34,Y,A,AY,0.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",2500.0,73.972
Кардиган чешуйки жаккард полынь,knitwear,1,2105,1,зеленая полынь-олива,100.0,11.0,65980.0,0.1563,5998.18,19794.0,46186.0,70.0,0.0,0.0,6,198.96,Y,A,AY,0.0,,no_signal,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",,74.1283
Юбка миди атлас шоколад леопард,skirts,1,1295,1,шоколадный,100.0,19.0,65690.0,0.1556,3457.37,19707.0,45983.0,70.0,0.0,0.0,4,267.9,Z,A,AZ,0.0,,no_signal,fashion_core,keep_winner_colors,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",,74.2839
Поло трикотажное ажур ананас,tops_blouses,8,"2399, 2424, 2425, 2426, 2427, 2429, 2430, 2431",9,липовый,25.51,12.0,65570.0,0.1553,5464.17,19671.0,45899.0,70.0,12.0,65570.0,4,294.39,Z,A,AZ,15.0,456.3,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",5400.0,74.4393
Футболка мужская,tshirts_longsleeves,4,"1135, 1136, 1138, 2062",4,белый,58.9,38.0,65502.5,0.1552,1723.75,19650.75,45851.75,70.0,17.0,29925.0,16,95.4,X,A,AX,19.0,407.9,overstock,repeat_core,reduce_depth_keep_model,Повторяемое ядро бизнеса: держать в наличии и защищать от out-of-stock.,1900.0,74.5944
Футболка трикотажная шерсть,tshirts_longsleeves,7,"2279, 2384, 2388, 2392, 2395, 2408, 2458",7,серый меланж,23.19,20.0,65114.0,0.1542,3255.7,19534.2,45579.8,70.0,20.0,65114.0,6,203.96,Y,A,AY,25.0,456.2,overstock,fashion_core,reduce_depth_keep_model,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",2871.43,74.7487
Рубашка женская из тенсела молочная в цветок,tops_blouses,1,1317,1,молочный в цветок,100.0,13.0,64230.0,0.1521,4940.77,19269.0,44961.0,70.0,3.0,16240.0,5,276.82,Z,A,AZ,7.0,851.7,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",5800.0,74.9008
Свитшот женский,tops_blouses,2,"2549, 2550",2,синий,89.17,10.0,62764.0,0.1487,6276.4,18829.2,43934.8,70.0,10.0,62764.0,5,228.91,Y,A,AY,21.0,766.5,overstock,fashion_core,reduce_depth_keep_model,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",6800.0,75.0495
Поло трикотажное алый с розовым,tops_blouses,1,2338,1,алый-розовый,100.0,17.0,62230.0,0.1474,3660.59,18669.0,43561.0,70.0,14.0,50830.0,7,201.64,Y,A,AY,2.0,52.1,balanced,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",2500.0,75.1969
Шапка мужская бини,accessories,7,"1016, 1017, 1019, 1021, 1023, 1024, 1109",7,хаки,20.68,68.0,61995.0,0.1469,911.69,18598.5,43396.5,70.0,30.0,26090.0,14,133.25,X,A,AX,41.0,498.8,overstock,repeat_core,reduce_depth_keep_model,Повторяемое ядро бизнеса: держать в наличии и защищать от out-of-stock.,900.0,75.3437
Брюки на завязках вискоза,pants,2,"2469, 2797",2,сливочно-желтый,82.61,11.0,61784.0,0.1464,5616.73,18535.2,43248.8,70.0,11.0,61784.0,9,140.54,X,A,AX,5.0,165.9,overstock,repeat_core,reduce_depth_keep_model,Повторяемое ядро бизнеса: держать в наличии и защищать от out-of-stock.,5800.0,75.4901
Жилет геометрия,knitwear,2,"2336, 2337",2,липа,91.54,14.0,61448.0,0.1456,4389.14,18434.4,43013.6,70.0,11.0,47058.0,6,191.13,Y,A,AY,0.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",4600.0,75.6357
Рубашка женская oversize фланель клетка орех,tops_blouses,1,9,1,шоколадно-ореховый,100.0,14.0,61140.0,0.1448,4367.14,18342.0,42798.0,70.0,0.0,0.0,5,206.88,Y,A,AY,0.0,,no_signal,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",,75.7805
Юбка макси атлас индиго,skirts,1,2063,1,синий,100.0,20.0,61065.5,0.1447,3053.28,18319.65,42745.85,70.0,15.0,42445.5,11,128.06,X,A,AX,0.0,,stockout,repeat_core,replenish_and_scale,Повторяемое ядро бизнеса: держать в наличии и защищать от out-of-stock.,2660.0,75.9251
Палантин трикотажный листочки олива-хаки,accessories,1,1106,1,хаки-оливковый,100.0,19.0,60499.69,0.1433,3184.19,18149.91,42349.78,70.0,5.0,20582.0,11,145.76,X,A,AX,4.0,292.0,overstock,repeat_core,reduce_depth_keep_model,Повторяемое ядро бизнеса: держать в наличии и защищать от out-of-stock.,4600.0,76.0684
Юбка трикотажная софи брусника макси,skirts,1,2616,1,брусничный,100.0,10.0,59812.0,0.1417,5981.2,17943.6,41868.4,70.0,10.0,59812.0,4,267.58,Z,A,AZ,9.0,328.5,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",6200.0,76.2101
Юбка трикотажная прямая маренго миди,skirts,1,2185,1,маренго,100.0,18.0,59710.0,0.1414,3317.22,17913.0,41797.0,70.0,8.0,29334.0,10,145.3,X,A,AX,1.0,45.6,balanced,repeat_core,protect_and_repeat,Повторяемое ядро бизнеса: держать в наличии и защищать от out-of-stock.,3800.0,76.3516
Платье агата мини велюр,dresses,2,"2202, 2203",2,лаймовый,61.86,11.0,58570.0,0.1387,5324.55,17571.0,40999.0,70.0,1.0,4350.0,3,356.17,Z,A,AZ,7.0,2555.0,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",2500.0,76.4903
Рубашка женская oversize фланель клетка шоколадно-молочный,tops_blouses,1,2643,2,молочно-шоколадный,79.18,10.0,58058.0,0.1375,5805.8,17417.4,40640.6,70.0,10.0,58058.0,3,276.41,Z,A,AZ,0.0,,stockout,fashion_core,keep_winner_colors,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",,76.6278
Джемпер кувшинки,knitwear,5,"2808, 2812, 2813, 2814, 2824",5,серый меланж-мята,48.02,10.0,57512.0,0.1362,5751.2,17253.6,40258.4,70.0,10.0,57512.0,2,338.82,Z,A,AZ,20.0,730.0,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",7200.0,76.7641
Рубашка женская вискоза красная в цветок,tops_blouses,1,1252,1,белый с незабудками,100.0,17.0,57240.0,0.1356,3367.06,17172.0,40068.0,70.0,5.0,13000.0,8,165.44,Y,A,AY,0.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",,76.8997
Палантин трикотажный листочки розово-лаймовый,accessories,1,1111,1,зефирно-лаймовый,100.0,18.0,57223.0,0.1355,3179.06,17166.9,40056.1,70.0,1.0,4600.0,9,160.08,Y,A,AY,1.0,365.0,overstock,fashion_core,reduce_depth_keep_model,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",4600.0,77.0352
Лонгслив трикотажный женский лайм,tshirts_longsleeves,1,1181,1,светлый лайм,100.0,32.0,57220.0,0.1355,1788.12,17166.0,40054.0,70.0,13.0,14600.0,15,143.07,X,A,AX,-1.0,,stockout,repeat_core,replenish_and_scale,Повторяемое ядро бизнеса: держать в наличии и защищать от out-of-stock.,1000.0,77.1707
Кардиган leo жаккард светлый,knitwear,1,680,2,беж светлый-светло желтый,55.38,12.0,57060.0,0.1352,4755.0,17118.0,39942.0,70.0,1.0,4500.0,8,166.39,Y,A,AY,0.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",,77.3059
Джемпер лайт шерсть,knitwear,3,"1079, 2252, 495",3,молочный,45.0,19.0,56178.0,0.1331,2956.74,16853.4,39324.6,70.0,8.0,24018.0,9,158.86,Y,A,AY,7.0,319.4,overstock,fashion_core,reduce_depth_keep_model,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",2500.0,77.439
Юбка трикотажная прямая тауп миди,skirts,1,2221,1,тауп,93.91,16.0,56136.0,0.133,3508.5,16840.8,39295.2,70.0,13.0,45516.0,7,196.85,Y,A,AY,4.0,112.3,balanced,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",3800.0,77.572
Пальто женское оверсайз шоколадное в клетку,outerwear,1,2129,1,шоколад в клетку,100.0,4.0,55690.0,0.1319,13922.5,16707.0,38983.0,70.0,2.0,23220.0,4,223.61,Y,A,AY,0.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",,77.7039
Джемпер подснежники,knitwear,1,2915,1,олива-розовый-хаки,100.0,9.0,55610.0,0.1317,6178.89,16683.0,38927.0,70.0,9.0,55610.0,1,479.58,Z,A,AZ,11.0,446.1,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",7200.0,77.8356
Джемпер листочки двусторонний голубой,knitwear,1,987,1,светло-голубой с жемчужным,100.0,10.0,55300.0,0.131,5530.0,16590.0,38710.0,70.0,0.0,0.0,5,223.61,Y,A,AY,0.0,,no_signal,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",,77.9666
Поло трикотажное шоколадный с липовым,tops_blouses,1,2359,1,шоколадно-липовый,100.0,16.0,55010.0,0.1303,3438.12,16503.0,38507.0,70.0,16.0,55010.0,6,219.37,Y,A,AY,0.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",2900.0,78.0969
Юбка трикотажная прямая полынь миди,skirts,1,2156,1,полынь,100.0,16.0,54904.0,0.1301,3431.5,16471.2,38432.8,70.0,7.0,24124.0,9,160.08,Y,A,AY,4.0,208.6,overstock,fashion_core,reduce_depth_keep_model,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",3800.0,78.227
Брюки спортик женские зеленый олива,pants,1,2553,1,оливковый,100.0,10.0,54468.0,0.129,5446.8,16340.4,38127.6,70.0,10.0,54468.0,6,194.94,Y,A,AY,3.0,109.5,balanced,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",6200.0,78.356
Джемпер ромашки розовый,knitwear,1,857,1,нежно розовый с белым,100.0,11.0,54458.3,0.129,4950.75,16337.49,38120.81,70.0,0.0,0.0,6,208.7,Y,A,AY,0.0,,no_signal,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",,78.485
Брюки фланель широкие в клетку шоко с,pants,1,2652,2,молочно-шоколадный,61.05,10.0,54150.0,0.1283,5415.0,16245.0,37905.0,70.0,10.0,54150.0,3,301.33,Z,A,AZ,0.0,,stockout,fashion_core,keep_winner_colors,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",5800.0,78.6132
Палантин трикотажный рыбка,accessories,3,"2721, 2785, 2796",3,бургунди-капучино,82.93,13.0,53900.0,0.1277,4146.15,16170.0,37730.0,70.0,13.0,53900.0,4,306.05,Z,A,AZ,10.0,280.8,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",4600.0,78.7409
Жилет ромашки,knitwear,4,"1236, 1268, 1287, 906",4,зелено-белый,40.41,17.0,53702.0,0.1272,3158.94,16110.6,37591.4,70.0,0.0,0.0,8,170.39,Y,A,AY,0.0,,no_signal,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",4200.0,78.8681
Поло мужское трикотажное,tops_blouses,2,"2505, 2522",2,бежевый,67.6,9.0,53576.0,0.1269,5952.89,16072.8,37503.2,70.0,9.0,53576.0,4,253.13,Z,A,AZ,-1.0,,stockout,fashion_core,keep_winner_colors,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",6200.0,78.995
Джемпер рыбка маренго с серым стандарт,knitwear,1,2654,1,маренго-серый,100.0,9.0,53340.0,0.1264,5926.67,16002.0,37338.0,70.0,9.0,53340.0,3,333.89,Z,A,AZ,4.0,162.2,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",7600.0,79.1214
Джемпер джеки нью интерлок шерсть,knitwear,2,"2692, 2744",2,суровый,60.95,8.0,52920.0,0.1254,6615.0,15876.0,37044.0,70.0,8.0,52920.0,3,320.16,Z,A,AZ,12.0,547.5,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",7200.0,79.2467
Брюки льняные широкие,pants,1,968,1,морская волна,100.0,10.0,52609.0,0.1246,5260.9,15782.7,36826.3,70.0,3.0,16779.0,6,185.59,Y,A,AY,2.0,243.3,overstock,fashion_core,reduce_depth_keep_model,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",5800.0,79.3714
Джемпер джеки интерлок байкал,knitwear,1,141,1,голубой Байкал,100.0,10.0,52476.0,0.1243,5247.6,15742.8,36733.2,70.0,4.0,22716.0,8,168.52,Y,A,AY,-1.0,,stockout,fashion_core,keep_winner_colors,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",6200.0,79.4957
Свитшот женский зеленый олива,tops_blouses,1,2551,1,оливковый,100.0,9.0,51996.0,0.1232,5777.33,15598.8,36397.2,70.0,9.0,51996.0,6,200.92,Y,A,AY,5.0,202.8,overstock,fashion_core,reduce_depth_keep_model,"Сильная модель с умеренной волатильностью: растить через winner-colors, а не через все варианты.",6800.0,79.6188
Платье этника трикотажное жаккард макси,dresses,1,2676,1,Маренго,100.0,4.0,51750.0,0.1226,12937.5,15525.0,36225.0,70.0,4.0,51750.0,2,374.17,Z,A,AZ,5.0,456.2,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",13800.0,79.7414
Джемпер монпансье,knitwear,4,"2809, 2816, 2817, 2829",4,липа-зефирный,40.85,8.0,51160.0,0.1212,6395.0,15348.0,35812.0,70.0,8.0,51160.0,2,331.66,Z,A,AZ,13.0,593.1,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",7600.0,79.8626
Свитер кострома v-вырез,knitwear,4,"1092, 1127, 2288, 2599",4,голубой меланж,46.58,14.0,51140.0,0.1211,3652.86,15342.0,35798.0,70.0,8.0,30520.0,10,139.24,X,A,AX,6.0,273.8,overstock,repeat_core,reduce_depth_keep_model,Повторяемое ядро бизнеса: держать в наличии и защищать от out-of-stock.,4200.0,79.9837
Свитер женский релакс круглый ворот,knitwear,3,"2576, 2577, 2578",3,манго,42.06,9.0,50348.0,0.1193,5594.22,15104.4,35243.6,70.0,9.0,50348.0,4,286.1,Z,A,AZ,7.0,283.9,overstock,fashion_core,reduce_depth_keep_model,"Сильная по выручке, но нестабильная модель: использовать как fashion-driver с ограниченным риском.",6200.0,80.103
Джемпер авангард жаккард оверсайз джинс с голубым,pants,1,2634,1,джинсово-голубой,100.0,9.0,50024.0,0.1185,5558.22,15007.2,35016.8,70.0,9.0,50024.0,3,333.89,Z,B,BZ,14.0,567.8,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,7200.0,80.2215
Юбка миди атласная нефрит,skirts,1,1070,1,зелёный нефритовый,100.0,15.0,50018.0,0.1185,3334.53,15005.4,35012.6,70.0,3.0,9000.0,8,158.75,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",,80.34
Палантин трикотажный листочки шерсть шоколадно-бежевый,accessories,1,2231,1,махагон-фрезия,100.0,11.0,49600.0,0.1175,4509.09,14880.0,34720.0,70.0,6.0,30160.0,5,243.77,Y,B,BY,0.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",5200.0,80.4575
Куртка стеганая женская шоколад круглый ворот,outerwear,1,2116,1,шоколадный,100.0,9.0,48986.0,0.116,5442.89,14695.8,34290.2,70.0,5.0,18800.0,6,200.92,Y,B,BY,2.0,146.0,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3500.0,80.5735
Брюки из вискозы цветы синий,pants,1,2285,1,темно-синий в цветок,100.0,15.0,48552.0,0.115,3236.8,14565.6,33986.4,70.0,14.0,44952.0,8,165.33,Y,B,BY,5.0,130.4,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2940.0,80.6885
Футболка трикотажная косичка байкал,tshirts_longsleeves,1,1338,1,голубой Байкал,100.0,20.0,48140.0,0.114,2407.0,14442.0,33698.0,70.0,9.0,19280.0,13,137.11,X,B,BX,0.0,,stockout,develop_to_core,replenish_and_scale,Стабильный второй эшелон: кандидат на перевод в core при хорошем запасе спроса.,1500.0,80.8026
Джемпер алиса бургунди шерсть,knitwear,1,2176,1,бургунди-георгин,100.0,9.0,48050.0,0.1138,5338.89,14415.0,33635.0,70.0,2.0,8680.0,5,275.55,Z,B,BZ,-1.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6200.0,80.9164
Джемпер ирония судьбы изумруд с розовой полосой,knitwear,1,2690,1,изумруд-розовый,100.0,8.0,47926.0,0.1135,5990.75,14377.8,33548.2,70.0,8.0,47926.0,2,342.78,Z,B,BZ,4.0,182.5,overstock,capsule_selective,optimize_colors_and_markdown,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,6600.0,81.0299
Поло трикотажное черный с полосой травяной,tops_blouses,1,2347,1,черный-травяной-розовый,100.0,15.0,47682.0,0.1129,3178.8,14304.6,33377.4,70.0,13.0,40842.0,7,177.76,Y,B,BY,1.0,28.1,understock,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2500.0,81.1429
Юбка трикотажная прямая бургунди макси,skirts,1,2148,1,бургунди,100.0,14.0,47680.0,0.1129,3405.71,14304.0,33376.0,70.0,6.0,20470.0,8,155.84,Y,B,BY,8.0,486.7,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3800.0,81.2558
Юбка трикотажная прямая маренго макси,skirts,1,2375,1,маренго,100.0,13.0,47196.0,0.1118,3630.46,14158.8,33037.2,70.0,13.0,47196.0,5,213.04,Y,B,BY,7.0,196.5,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",3800.0,81.3676
Юбка трикотажная прямая шерсть макси горький шоколад,skirts,1,2175,1,махагон-горький шоколад,100.0,11.0,46860.0,0.111,4260.0,14058.0,32802.0,70.0,4.0,17760.0,7,198.96,Y,B,BY,4.0,365.0,overstock,optimize_depth,optimize_colors_and_markdown,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",4800.0,81.4786
Юбка трикотажная прямая сливовый миди,skirts,1,2659,1,сливовый,100.0,13.0,46588.0,0.1104,3583.69,13976.4,32611.6,70.0,13.0,46588.0,3,306.05,Z,B,BZ,0.0,,stockout,capsule_selective,optimize_colors_and_keep,Нестабильная поддерживающая модель: оставлять выборочно или как капсулу.,3800.0,81.589
Футболка трикотажная мята oversize,tshirts_longsleeves,1,1251,1,мятный,100.0,21.0,46262.0,0.1096,2202.95,13878.6,32383.4,70.0,7.0,12002.0,10,155.84,Y,B,BY,-2.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",1000.0,81.6985
Платье одри макси полынь круглый ворот,dresses,1,2436,1,полынь,100.0,7.0,46260.0,0.1096,6608.57,13878.0,32382.0,70.0,7.0,46260.0,5,231.68,Y,B,BY,2.0,104.3,balanced,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",7200.0,81.8081
Юбка лапша тауп,skirts,1,1167,1,коричневый меланж,100.0,16.0,46127.89,0.1093,2882.99,13838.37,32289.52,70.0,4.0,9102.89,9,163.51,Y,B,BY,-1.0,,stockout,optimize_depth,optimize_colors_and_keep,"Рабочая поддерживающая модель: оптимизировать цвета, размеры и глубину.",2500.0,81.9174
